title,authors,isbn13,# num_pages,average_rating,ratings_count,text_reviews_count,book_rating_count,book_review_count,clusters
The Road to Reality: A Complete Guide to the Laws of the Universe,Roger Penrose,9780679776314,1099,4.1,5892,140,6102,171,4
When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,9780375758256,264,4.18,18866,502,18972,526,4
The Historian,Elizabeth Kostova,9780751537284,704,3.78,200734,11952,221959,15032,6
Birds Without Wings,Louis de Bernières,9780436205491,640,4.16,45,8,10220,1130,4
God Knows,Joseph Heller,9780684841250,368,3.8,2896,156,3042,178,2
Something Happened,Joseph Heller,9780684841212,576,3.52,5983,387,6452,457,7
The Moviegoer,Walker Percy,9780375701962,242,3.69,20796,1593,21989,1738,7
A Year in the Merde,Stephen Clarke,9781582346175,276,3.55,11116,952,13065,1152,7
Merde Actually,Stephen Clarke,9780552773089,447,3.56,2974,145,4043,256,7
The Garden of Eden,Ernest Hemingway,9780684804521,248,3.73,14366,872,15061,961,7
Across the River and into the Trees,Ernest Hemingway,9780684844640,272,3.34,5269,321,6300,428,7
A Farewell to Arms,Ernest Hemingway,9780684174693,336,3.8,164,26,226697,7987,2
A Farewell to Arms,Ernest Hemingway,9780099910107,293,3.8,210197,6087,226697,7987,2
The Big Rock Candy Mountain,Wallace Stegner,9780140139396,563,4.15,5910,641,6084,681,4
Che Guevara: A Revolutionary Life,Jon Lee Anderson,9780802135582,814,4.12,14933,529,15293,582,4
Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,9780330419123,369,3.99,126672,8179,135381,9523,6
Into the Wild,Jon Krakauer,9780330351690,206,3.97,1268,149,748397,18920,6
Into the Wild,Jon Krakauer,9780330351690,206,3.97,1268,149,748792,18934,6
In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,Allan C. Weisbecker,9781585421770,352,4.15,1625,164,1652,166,4
Beyond The Devil's Teeth,Tahir Shah,9781857999808,330,4.23,93,4,100,7,4
The Pleasure of My Company,Steve Martin,9780786888016,176,3.78,13037,1222,14355,1396,2
Shopgirl,Steve Martin,9780786891078,130,3.42,29566,2135,33835,2633,7
Benjamin Franklin: An American Life,Walter Isaacson,9780743258074,586,3.99,94903,1613,90361,1635,2
Einstein: His Life and Universe,Walter Isaacson,9780743264730,675,4.1,99410,2654,92313,2886,4
Traveling Mercies: Some Thoughts on Faith,Anne Lamott,9780385496094,275,4.16,38829,2246,39515,2306,4
Where Rainbows End,Cecelia Ahern,9780007189953,454,3.94,642,109,87309,8836,2
Where Rainbows End,Cecelia Ahern,9780007189953,454,3.94,642,109,87324,8837,2
There's No Place Like Here,Cecelia Ahern,9781401301880,340,3.67,1851,308,28379,1727,7
The Pursuit of Happyness,Chris Gardner,9780060744878,320,4.19,20635,722,20492,735,4
Harvesting the Heart,Jodi Picoult,9780140230277,453,3.6,38397,2394,40834,2638,7
The Tenth Circle,Jodi Picoult,9780743496711,416,3.49,106201,4970,108558,5347,7
Mercy,Jodi Picoult,9780743422444,400,3.57,40649,2471,42327,2680,7
Picture Perfect,Jodi Picoult,9780425185506,369,3.54,45142,2431,48294,2735,7
Salem Falls,Jodi Picoult,9780743418713,434,3.81,65364,2981,66374,3171,2
Salem Falls,Jodi Picoult,9780743418713,434,3.81,65364,2981,66386,3171,2
The Pact,Jodi Picoult,9780061150142,512,4.01,237587,8741,247614,9634,6
My Sister's Keeper,Jodi Picoult,9780743454537,423,4.07,950402,29367,955234,31913,1
Cold Mountain,Charles Frazier,9780802142849,356,3.85,201921,4860,202564,5201,2
For One More Day,Mitch Albom,9781401303273,197,4.1,110140,6625,112959,7142,4
The Virgin Suicides,Jeffrey Eugenides,9780747560593,250,3.84,186851,6064,204404,8327,2
The Virgin Suicides,Jeffrey Eugenides,9780747560593,250,3.84,186851,6064,204502,8328,2
The Virgin Suicides,Jeffrey Eugenides,9780747560593,250,3.84,186851,6064,204495,8328,2
Light in August,William Faulkner,9780679732266,507,3.94,46181,1869,47743,2188,2
Light in August,William Faulkner,9780679732266,507,3.94,46181,1869,47771,2190,2
The Eight,Katherine Neville,9780345419088,624,3.92,530,61,29782,2404,2
Finnegans Wake,James Joyce,9780571217359,628,3.67,9596,567,10764,805,7
The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,9780767915304,272,3.87,18795,2052,19191,2116,2
Mere Christianity,C.S. Lewis,9780684823782,191,4.32,233819,5696,237972,6838,4
Mere Christianity,C.S. Lewis,9780684823782,191,4.32,233819,5696,238202,6845,4
Mere Christianity,C.S. Lewis,9780006280545,227,4.32,644,64,237972,6838,4
Mere Christianity,C.S. Lewis,9780006280545,227,4.32,644,64,238202,6845,4
Mere Christianity,C.S. Lewis,9780020868101,190,4.32,136,12,237972,6838,4
Mere Christianity,C.S. Lewis,9780020868101,190,4.32,136,12,238202,6845,4
The Screwtape Letters,C.S. Lewis,9780060652890,224,4.22,116735,4760,272938,9169,6
The Screwtape Letters,C.S. Lewis,9780060652890,224,4.22,116735,4760,273073,9174,6
In the Time of the Butterflies,Julia Alvarez,9780452274426,324,4.14,44546,2993,47620,3464,4
The Unicorn,Iris Murdoch,9780140024760,270,3.62,1754,148,2029,185,7
The Hollow Man,Dan Simmons,9780553563504,342,3.44,2462,139,2635,167,7
Carrion Comfort,Dan Simmons,9780446359207,884,3.9,15056,664,16301,866,2
Children of the Night,Dan Simmons,9780446364751,464,3.71,5610,235,5913,289,7
The Group,Mary McCarthy,9780451025012,397,3.67,56,15,11359,1070,7
Horton Hatches the Egg,Dr. Seuss,9780007175192,64,4.16,35251,571,35098,657,4
Silver on the Tree,Susan Cooper,9780689840333,274,4.15,27396,482,28985,659,4
Under the Net,Iris Murdoch,9780140014457,252,3.77,10761,430,11085,504,2
Song of Solomon,Toni Morrison,9781400033423,337,4.04,69036,2402,70986,2681,2
Song of Solomon,Toni Morrison,9781400033423,337,4.04,69036,2402,71036,2682,2
The Bluest Eye,Toni Morrison,9780452287068,216,4.01,121960,4679,131767,5775,2
The Bluest Eye,Toni Morrison,9780452287068,216,4.01,121960,4679,131834,5782,2
Jazz,Toni Morrison,9780679411673,229,3.8,389,45,18708,977,2
Jazz,Toni Morrison,9781400076215,229,3.8,1234,115,18708,977,2
Jazz,Toni Morrison,9780701134495,229,3.8,14,2,18708,977,2
Sula,Toni Morrison,9780452283862,192,3.9,43673,2148,47415,2646,2
Sula,Toni Morrison,9780452283862,192,3.9,43673,2148,47432,2647,2
Sula,Toni Morrison,9781400033430,174,3.9,3140,303,47415,2646,2
Sula,Toni Morrison,9781400033430,174,3.9,3140,303,47432,2647,2
Sula,Toni Morrison,9780452263499,174,3.9,428,44,47415,2646,2
Sula,Toni Morrison,9780452263499,174,3.9,428,44,47432,2647,2
Sula,Toni Morrison,9780099760016,174,3.9,636,82,47415,2646,2
Sula,Toni Morrison,9780099760016,174,3.9,636,82,47432,2647,2
Tar Baby,Toni Morrison,9781400033447,320,3.92,15105,396,15558,447,2
Tar Baby,Toni Morrison,9781400033447,320,3.92,15105,396,15558,447,2
Babbitt,Sinclair Lewis,9780486431673,320,3.66,238,26,19310,1089,7
Main Street,Sinclair Lewis,9780375753145,454,3.76,20904,732,21969,924,2
Something Wicked This Way Comes,Ray Bradbury,9780965020459,293,3.95,819,56,80596,5291,2
Redeeming Love,Francine Rivers,9781590525135,464,4.49,176881,9453,176149,10041,4
Where I'm Calling From: New and Selected Stories,Raymond Carver,9780679722311,544,4.42,17969,755,18828,856,4
What We Talk About When We Talk About Love,Raymond Carver,9780679723059,159,4.18,34613,1925,38151,2472,4
Cathedral,Raymond Carver,9780679723691,230,4.29,21140,854,23803,1198,4
Old School,Tobias Wolff,9780747574651,195,3.82,7763,832,10025,1125,2
This Boy's Life,Tobias Wolff,9780802136688,304,3.98,22157,1248,22940,1307,2
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,9780312243357,356,4.25,23498,1407,23575,1453,4
The Color Purple,Alice Walker,9780671727796,295,4.19,425928,9038,440592,11325,6
The Color Purple,Alice Walker,9780671727796,295,4.19,425928,9038,440833,11336,6
Humboldt's Gift,Saul Bellow,9780140189445,487,3.86,6760,367,7447,492,2
The Promise,Chaim Potok,9781400095414,368,4.15,10953,472,11387,535,4
The Gift of Asher Lev,Chaim Potok,9780449001158,384,4.15,6071,325,6516,375,4
In the Beginning,Chaim Potok,9780449001134,416,4.08,2168,115,2349,137,4
My Name Is Asher Lev,Chaim Potok,9781400031047,369,4.2,31846,2313,32792,2464,4
Carrion Comfort,Dan Simmons,9780747202370,690,3.9,8,1,16301,866,2
Ilium,Dan Simmons,9781931081887,680,4.02,5,0,22836,970,2
Ilium,Dan Simmons,9781931081887,680,4.02,5,0,22847,970,2
Swan Song,Robert R. McCammon,9780671624132,956,4.28,140,23,47433,2754,4
Gone South,Robert R. McCammon,9780671743079,400,3.93,4674,215,4944,248,2
Usher's Passing,Robert R. McCammon,9780671769925,416,3.9,3048,118,3382,162,2
Boy's Life,Robert R. McCammon,9780671743055,580,4.35,17365,1709,21314,2220,4
Stinger,Robert R. McCammon,9780671737764,538,3.87,5715,143,6496,198,2
Swan Song,Robert R. McCammon,9780671741037,956,4.28,44348,2350,47433,2754,4
They Thirst,Robert R. McCammon,9780671664817,565,3.9,95,11,9949,316,2
Danse Macabre,Stephen King,9780425181607,400,3.63,20474,431,22484,686,7
The Green Mile,Stephen King,9780451933027,592,4.44,197440,4222,211307,5715,4
The Green Mile,Stephen King,9780451933027,592,4.44,197440,4222,211418,5719,4
The Green Mile,Stephen King,9780451933027,592,4.44,197440,4222,211449,5721,4
Skeleton Crew,Stephen King,9780451168610,566,3.95,1857,117,97233,1511,2
Storm of the Century: An Original Screenplay,Stephen King,9780965796934,376,3.91,229,11,17783,315,2
The Dead Zone,Stephen King,9780451155757,402,3.92,145883,2279,149863,2849,2
'Salem's Lot,Stephen King,9780450031069,483,4.01,266312,5513,274373,7453,6
'Salem's Lot,Stephen King,9780450031069,483,4.01,266312,5513,274628,7472,6
'Salem's Lot,Stephen King,9780450031069,483,4.01,266312,5513,274667,7475,6
The Dark Half,Stephen King,9780450524684,469,3.76,105027,1186,107542,1638,2
The Dark Half,Stephen King,9780450524684,469,3.76,105027,1186,107591,1639,2
Cujo,Stephen King,9780451161352,304,3.7,2575,205,188941,3459,7
The Dead Zone/Cujo,Stephen King,9780316853699,812,4.29,489,6,480,6,4
Hearts in Atlantis,Stephen King,9780340818671,640,3.82,71168,1286,76495,1806,2
The Girl Who Loved Tom Gordon,Stephen King,9780671042851,264,3.58,1962,179,111441,3893,7
The Colossus and Other Poems,Sylvia Plath,9780375704468,84,4.19,8808,211,9098,241,4
Everyman,Philip Roth,9780618735167,182,3.58,789,126,14328,1434,7
Sabbath's Theater,Philip Roth,9780679772590,451,3.85,6712,462,7593,557,2
The Counterlife,Philip Roth,9780679749042,336,3.9,3092,189,3563,262,2
Rabbit Angstrom: The Four Novels,John Updike,9780679444596,1520,4.26,1492,148,1505,146,4
Terrorist,John Updike,9780307264657,320,3.17,3405,404,3934,494,7
Brazil,John Updike,9780449911631,272,3.44,1943,146,2182,186,7
The Mambo Kings Play Songs of Love,Oscar Hijuelos,9780060845308,448,3.68,126,18,10762,454,7
The Known World,Edward P. Jones,9780007195305,388,3.83,437,85,31607,2976,2
The Stories of John Cheever,John Cheever,9780375724428,693,4.27,12040,515,13246,640,4
Istanbul: Memories and the City,Orhan Pamuk,9781400033881,356,3.78,11391,946,13586,1333,2
Vernon God Little,D.B.C. Pierre,9780571215164,279,3.59,23912,1034,25877,1264,7
Housekeeping,Marilynne Robinson,9780312424091,219,3.82,33029,4298,34193,4506,2
Housekeeping,Marilynne Robinson,9780312424091,219,3.82,33029,4298,34212,4510,2
Underworld,Don DeLillo,9780330369954,827,3.92,21099,1329,24150,1723,2
White Noise,Don DeLillo,9780140283303,320,3.86,55787,2544,76979,4326,2
White Noise,Don DeLillo,9780140283303,320,3.86,55787,2544,77017,4327,2
White Noise,Don DeLillo,9780140283303,320,3.86,55787,2544,77019,4327,2
White Noise,Don DeLillo,9780140283303,320,3.86,55787,2544,77021,4327,2
Libra,Don DeLillo,9780886192143,456,3.99,1,0,12464,704,2
Americana,Don DeLillo,9782868698223,454,3.43,3542,229,4286,333,7
The Body Artist,Don DeLillo,9780743203968,128,3.24,6943,478,8253,675,7
The Hotel New Hampshire,John Irving,9780552992091,520,3.9,49863,1163,53303,1496,2
The Hotel New Hampshire,John Irving,9780552120401,428,3.9,211,25,53303,1496,2
The Hotel New Hampshire,John Irving,9780671440275,450,3.9,64,4,53303,1496,2
Missing Mom,Joyce Carol Oates,9780060816223,464,3.54,3425,351,3729,399,7
Zombie,Joyce Carol Oates,9780452275003,181,3.34,5722,787,6969,1011,7
Sabbath's Theater,Philip Roth,9780099582014,451,3.85,122,8,7593,557,2
The Stone Diaries,Carol Shields,9780143036395,384,3.86,396,39,33319,1589,2
The Confessions of Nat Turner,William Styron,9780099285564,480,3.97,82,5,13061,431,2
Darkness Visible: A Memoir of Madness,William Styron,9780679643524,96,4.04,378,51,17353,1365,2
Falconer,John Cheever,9780224014014,224,3.66,7,0,6675,329,7
The Hours,Michael Cunningham,9780312305062,230,3.93,107519,3525,115642,4456,2
The Eleventh Hour,Graeme Base,9780810932654,32,4.31,8471,344,8557,352,4
Tamsin,Peter S. Beagle,9780451457639,288,4.02,2968,233,3283,283,2
The Killer Inside Me,Jim Thompson,9780722184790,160,3.84,3,0,15792,1198,2
The Wasp Factory,Iain Banks,9780316858564,244,3.84,245,29,58392,3504,2
The Wasp Factory,Iain Banks,9780316858564,244,3.84,245,29,58458,3523,2
Use of Weapons,Iain M. Banks,9781857231359,411,4.19,30779,1305,33011,1445,4
The Sheltering Sky,Paul Bowles,9780060834821,313,3.91,898,131,21877,1521,2
The Sheltering Sky,Paul Bowles,9780060834821,313,3.91,898,131,21878,1521,2
Tractatus Logico-Philosophicus,Ludwig Wittgenstein,9780415254083,142,4.06,12924,370,13816,475,2
Ludwig Wittgenstein: The Duty of Genius,Ray Monk,9780140159950,654,4.35,3498,136,3561,139,4
The Homecoming,Harold Pinter,9780413413307,82,3.73,13,0,6743,226,7
Buried Child,Sam Shepard,9780307274977,120,3.91,6558,165,6594,162,2
Watership Down,Richard  Adams,9780743277709,476,4.06,5872,727,331158,11489,6
Watership Down,Richard  Adams,9780060935450,479,4.06,508,81,331158,11489,6
Tales from Watership Down,Richard  Adams,9780517289365,267,3.78,33,3,6459,325,2
Invitation to a Beheading,Vladimir Nabokov,9780141185606,192,3.94,322,23,11277,702,2
Lord Jim,Joseph Conrad,9781551111728,455,3.62,21233,799,24619,1120,7
A Streetcar Named Desire,Tennessee Williams,9780822210894,107,3.98,229601,2297,238416,3367,2
Endgame,Samuel Beckett,9780571070671,60,3.84,11368,363,12850,517,2
Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford,9780375760815,608,4.01,6672,470,6869,488,2
My Year of Meats,Ruth Ozeki,9780140280463,366,3.95,11866,1295,12422,1382,2
Europe Central,William T. Vollmann,9780143036593,811,3.91,2040,240,2146,266,2
The Plague Dogs,Richard  Adams,9780345494023,390,3.85,5655,389,6190,479,2
The Girl in a Swing,Richard  Adams,9780517391730,339,3.51,23,2,1641,153,7
You Can't Go Home Again,Thomas Wolfe,9780060930059,711,4.05,3922,251,4107,267,2
The Naked and the Dead,Norman Mailer,9780312265052,721,3.94,20541,599,21323,712,2
The Executioner's Song,Norman Mailer,9780375700811,1056,4.07,15185,916,16472,1067,4
In Cold Blood,Truman Capote,9780141182575,336,4.07,3274,299,444758,13405,6
In Cold Blood,Truman Capote,9780141182575,336,4.07,3274,299,445003,13414,6
The Sunset Limited,Cormac McCarthy,9780307278364,160,3.96,6166,539,7126,707,2
No Country for Old Men,Cormac McCarthy,9780375706677,309,4.13,114408,5872,121091,6870,4
No Country for Old Men,Cormac McCarthy,9780375706677,309,4.13,114408,5872,121153,6874,4
No Country for Old Men,Cormac McCarthy,9780375706677,309,4.13,114408,5872,121171,6875,4
Pilgrim at Tinker Creek,Annie Dillard,9780072434170,288,4.11,16883,1525,18891,1852,4
An American Childhood,Annie Dillard,9780060915186,255,3.91,7086,606,7879,714,2
The Writing Life,Annie Dillard,9780060919887,113,4.03,11177,829,11393,884,2
For the Time Being,Annie Dillard,9780375703478,205,4.16,3071,368,3163,390,4
Teaching a Stone to Talk: Expeditions and Encounters,Annie Dillard,9780060915414,177,4.2,4046,336,4094,346,4
Plan B: Further Thoughts on Faith,Anne Lamott,9781594481574,352,4.06,18609,864,19008,911,2
Operating Instructions: A Journal of My Son's First Year,Anne Lamott,9781400079094,251,4.19,20993,1647,21228,1699,4
Stiff: The Curious Lives of Human Cadavers,Mary Roach,9780141007458,304,4.06,970,179,144416,11596,6
The Bonesetter's Daughter,Amy Tan,9780345457370,368,3.98,105432,2599,109304,3142,2
The Kitchen God's Wife,Amy Tan,9780143038108,416,4,64285,1625,66434,1932,2
The Kitchen God's Wife,Amy Tan,9780143038108,416,4,64285,1625,66457,1932,2
Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,9780395500767,400,4.15,8532,377,8582,390,4
The Collected Stories,Eudora Welty,9780156189217,622,4.23,7003,196,7295,232,4
One Writer's Beginnings,Eudora Welty,9780674639270,104,4.06,2605,214,2830,256,2
The Source,James A. Michener,9780375760389,1104,4.3,34147,1108,35578,1241,4
Hawaii,James A. Michener,9780375760372,1136,4.2,64704,1318,65584,1442,4
Chesapeake,James A. Michener,9780812970432,1024,4.17,18582,637,19760,718,4
Caravans,James A. Michener,9780812969825,320,4.05,4564,382,5699,447,2
The Covenant,James A. Michener,9780749311612,1240,4.18,17163,325,17946,386,4
Centennial,James A. Michener,9780449452691,1086,4.23,94,13,35542,736,4
The Shining,Stephen King,9780743437493,505,4.21,1283,131,916982,17519,6
The Shining,Stephen King,9780743437493,505,4.21,1283,131,917396,17539,6
The Shining,Stephen King,9780743437493,505,4.21,1283,131,917645,17550,6
The Shining,Stephen King,9781417618255,505,4.21,8,2,916982,17519,6
The Shining,Stephen King,9781417618255,505,4.21,8,2,917396,17539,6
The Shining,Stephen King,9781417618255,505,4.21,8,2,917645,17550,6
Marley and Me: Life and Love With the World's Worst Dog,John Grogan,9780739461198,291,4.13,406585,12100,412535,13822,6
The Moon Is Down,John Steinbeck,9780141185538,144,3.89,15004,947,16872,1227,2
Sing Down the Moon,Scott O'Dell,9780440979753,121,3.74,6383,343,6580,367,7
Light in August,William Faulkner,9780679642480,460,3.94,320,34,47743,2188,2
Light in August,William Faulkner,9780679642480,460,3.94,320,34,47771,2190,2
The Transit of Venus,Shirley Hazzard,9781860491818,352,3.87,1591,259,1845,332,2
The Satanic Verses,Salman Rushdie,9780312270827,561,3.71,41709,2567,46919,3307,7
The Satanic Verses,Salman Rushdie,9780140118902,560,3.71,9,0,46919,3307,7
Ulysses,James Joyce,9781857151008,1084,3.73,30,5,95927,5646,7
Ulysses,James Joyce,9781857151008,1084,3.73,30,5,95933,5646,7
The Crazed,Ha Jin,9780434010530,336,3.49,15,1,1947,184,7
How to Be Alone,Jonathan Franzen,9780007153589,306,3.6,327,34,9632,819,7
Second Ring of Power,Carlos Castaneda,9780671732479,328,4.02,2692,34,2896,49,2
The Active Side of Infinity,Carlos Castaneda,9780060929602,288,4.16,1890,69,2019,78,4
Journey to Ixtlan,Carlos Castaneda,9780671732462,272,4.13,8139,251,9113,314,4
Power of Silence,Carlos Castaneda,9780671732486,288,4.21,2189,51,2441,58,4
Tales of Power,Carlos Castaneda,9780671732523,304,4.15,4405,78,4729,95,4
Fire from Within,Carlos Castaneda,9780671732509,304,4.13,2477,63,2641,70,4
The Art of Dreaming,Carlos Castaneda,9781855384279,260,4.11,3362,91,3717,113,4
Operation Shylock: A Confession,Philip Roth,9780099307914,400,3.77,3013,175,3422,231,2
Lost in the Funhouse,John Barth,9780385240871,205,3.71,4899,286,4975,299,7
The Castle of Otranto,Horace Walpole,9780192834409,125,3.18,15390,1133,18740,1512,7
Messenger,Lois Lowry,9780385732536,169,3.91,89571,6445,97817,7269,2
Messenger,Lois Lowry,9780385732536,169,3.91,89571,6445,97866,7272,2
Gossamer,Lois Lowry,9780618685509,144,3.89,13463,1532,14154,1665,2
The Silent Boy,Lois Lowry,9780440419808,178,3.72,4933,591,5115,608,7
Gathering Blue,Lois Lowry,9780385732567,240,3.81,127855,9094,139251,10256,2
Gathering Blue,Lois Lowry,9780385732567,240,3.81,127855,9094,139342,10262,2
King Lear,William Shakespeare,9780743482769,316,3.9,148902,2663,159074,3612,2
King Lear,William Shakespeare,9780743482769,316,3.9,148902,2663,159128,3614,2
The Turn of the Screw,Henry James,9780140620610,131,3.44,63700,3855,75800,5251,7
Winter's Tale,Mark Helprin,9780156031196,748,3.5,21422,3475,24595,3991,7
Twelfth Night,William Shakespeare,9780141014708,240,3.98,190,19,140705,2999,2
The Hamlet,William Faulkner,9780679736530,409,3.87,4082,208,4191,239,2
Othello,William Shakespeare,9780743477550,314,3.88,261813,3996,275049,5088,2
The Alexandria Quartet,Lawrence Durrell,9780571052042,886,4.17,8,4,10374,392,4
The Alexandria Quartet,Lawrence Durrell,9780571052042,886,4.17,8,4,10375,392,4
Siddhartha,Hermann Hesse,9780613572743,132,4.01,512,44,475094,13528,6
Siddhartha,Hermann Hesse,9780613572743,132,4.01,512,44,475197,13533,6
Space,James A. Michener,9780749312022,815,3.97,35,4,5105,234,2
Stormy Weather,Carl Hiaasen,9780446677165,388,3.95,12300,682,13619,767,2
Tourist Season,Carl Hiaasen,9780446695718,404,3.95,15036,644,15968,706,2
Sick Puppy,Carl Hiaasen,9780446695688,464,3.89,19653,1022,20857,1131,2
Flush,Carl Hiaasen,9780375821820,263,3.88,22913,2282,24105,2280,2
Hoot,Carl Hiaasen,9780440421702,292,3.82,83557,3570,90153,4413,2
The Man Without A Country,Edward Everett Hale,9781406917895,46,3.72,605,58,825,83,7
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,9780688052300,412,3.77,414,43,169988,7350,2
See How They Run,James Patterson,9781568654232,320,3.84,41,1,11412,177,2
Quiver,Stephanie Spinner,9780440238195,177,3.51,823,94,865,101,7
A Quiver Full of Arrows,Jeffrey Archer,9780312937690,288,3.78,8944,166,9214,194,2
The Collected Autobiographies of Maya Angelou,Maya Angelou,9780679643258,1184,4.62,961,53,1168,58,4
I Know Why the Caged Bird Sings,Maya Angelou,9780553279375,289,4.22,326424,6783,327703,7939,6
I Know Why the Caged Bird Sings,Maya Angelou,9780553279375,289,4.22,326424,6783,327955,7951,6
I Know Why the Caged Bird Sings,Maya Angelou,9780553279375,289,4.22,326424,6783,328071,7953,6
Mother,Maxim Gorky,9781406957242,368,3.93,29,0,10060,708,2
What Was She Thinking? [Notes on a Scandal],Zoë Heller,9780312421991,258,3.71,13150,1116,16678,1580,7
Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,9780446691093,288,4.34,27119,703,49986,1096,4
A Complicated Kindness,Miriam Toews,9781582433226,253,3.65,17112,968,18101,1166,7
Skeleton Crew,Stephen King,9780751504385,612,3.95,93593,1078,97233,1511,2
Different Seasons,Stephen King,9780751504330,560,4.35,397,43,151683,3621,4
The Dark Half,Stephen King,9785550707005,431,3.76,96,14,107542,1638,2
The Dark Half,Stephen King,9785550707005,431,3.76,96,14,107591,1639,2
Fevre Dream,George R.R. Martin,9780671455774,350,3.86,120,23,18498,1788,2
Tuf Voyaging,George R.R. Martin,9781592220045,448,4.09,61,7,7774,696,4
C.G. Jung and Hermann Hesse: A Book of Two Friendships,Miguel Serrano,9783856305581,142,4.03,373,19,433,28,2
March,Geraldine Brooks,9780143036661,280,3.75,47704,5240,49105,5517,2
The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,9780201835953,322,4.05,8809,587,9332,598,2
The Farthest Shore,Ursula K. Le Guin,9780553137668,197,4.13,67,3,81094,1524,4
The Farthest Shore,Ursula K. Le Guin,9780553204308,197,4.13,28,2,81094,1524,4
The Farthest Shore,Ursula K. Le Guin,9780553229981,197,4.13,23,2,81094,1524,4
Lord of Light,Roger Zelazny,9780060567231,296,4.1,22530,1050,23892,1288,4
This Immortal,Roger Zelazny,9780671698485,216,3.94,8382,213,8961,293,2
The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,9780375760396,297,4.06,39426,2777,40905,2952,2
The Hounds of the Mórrígan,Pat O'Shea,9780192752819,480,4.03,2578,138,3150,202,2
The Screwtape Letters,C.S. Lewis,9780006280606,209,4.22,663,90,272938,9169,4
The Screwtape Letters,C.S. Lewis,9780006280606,209,4.22,663,90,273073,9174,4
Geek Love,Katherine Dunn,9780375713347,348,3.96,46282,4921,48257,5331,2
Geek Love,Katherine Dunn,9780241126271,347,3.96,19,1,48257,5331,2
A Beautiful Mind,Sylvia Nasar,9780571212927,461,4.13,111633,978,111811,1217,4
A Beautiful Mind,Sylvia Nasar,9780571177943,464,4.13,13,3,111811,1217,4
The Noonday Demon: An Atlas of Depression,Andrew Solomon,9780684854670,576,4.17,8749,686,9477,768,4
The Noonday Demon: An Atlas of Depression,Andrew Solomon,9780965018883,571,4.17,3,0,9477,768,4
My Secret: A PostSecret Book,Frank Warren,9780061196683,144,4.34,5801,283,5966,293,4
The Secret Lives of Men and Women: A PostSecret Book,Frank Warren,9780061198755,144,4.37,5359,243,5424,248,4
Wise Child,Monica Furlong,9780394891057,228,4.14,176,12,7806,301,4
The Time Traveler's Wife,Audrey Niffenegger,9781596921535,518,3.96,1004,256,1408408,45162,5
The Time Traveler's Wife,Audrey Niffenegger,9780965818674,528,3.96,747578,31284,1408408,45162,1
The Little Friend,Donna Tartt,9780747573647,555,3.45,759,103,38937,3685,7
The Little Friend,Donna Tartt,9780747562115,559,3.45,215,24,38937,3685,7
The Little Friend,Donna Tartt,9780747564133,555,3.45,519,60,38937,3685,7
I Am Legend,Richard Matheson,9781857988093,160,4.06,55137,3065,72389,4556,2
A Power Governments Cannot Suppress,Howard Zinn,9780872864757,293,4.27,854,79,861,79,4
The Philip K. Dick Reader,Philip K. Dick,9780806518565,422,4.28,2699,161,2712,164,4
The Three Stigmata of Palmer Eldritch,Philip K. Dick,9781407247427,231,4.01,22980,921,26338,1284,2
The Man in the High Castle,Philip K. Dick,9780575073357,256,3.63,437,28,131613,9199,7
Jonathan Strange & Mr Norrell,Susanna Clarke,9780765356154,1006,3.82,151294,9162,170252,12470,2
Jonathan Strange & Mr Norrell,Susanna Clarke,9780739452103,782,3.82,308,62,170252,12470,2
Gilead,Marilynne Robinson,9780002005883,247,3.85,361,79,66137,8798,2
Gilead,Marilynne Robinson,9780006393832,247,3.85,155,27,66137,8798,2
The Great Gatsby,F. Scott Fitzgerald,9780891906797,182,3.91,151,7,3141842,56953,8
The Great Gatsby,F. Scott Fitzgerald,9780891906797,182,3.91,151,7,3143455,56998,8
The Great Gatsby,F. Scott Fitzgerald,9780891906797,182,3.91,151,7,3143505,57002,8
The Great Gatsby,F. Scott Fitzgerald,9780891906797,182,3.91,151,7,3143659,57005,8
The Great Gatsby,F. Scott Fitzgerald,9780891906797,182,3.91,151,7,3143851,57009,8
The Great Gatsby,F. Scott Fitzgerald,9780891906797,182,3.91,151,7,3143884,57009,8
The Liars' Club,Mary Karr,9780143035749,320,3.93,50776,2346,52641,2526,2
Small Wonder,Barbara Kingsolver,9780060504083,264,4.01,8738,610,8926,669,2
Prodigal Summer,Barbara Kingsolver,9780060959036,444,4,85440,5472,86041,5600,2
Pigs in Heaven,Barbara Kingsolver,9780571171781,343,3.98,46344,1591,49846,1913,2
High Tide in Tucson,Barbara Kingsolver,9780571179503,273,4.04,8973,412,9897,535,2
